word	ipa
students	s t uu . ɗ ə n
studio	s t uu . ɗ j oo
study	s t aa . ɗ ii
stueng	s t ɨ ŋ
stumbleupon	s t a m . ɓ ɑɑ l . ʔ a p . ph ɑɑ n
stung	s t ɨ ŋ
style	s t aa j
su	s uu
sub	s a p
subaru	s uu . ɓ aa . r uu
subedi	s uu . ɓ ee . ɗ ii
subscene	s a p . s ii n
subtitle	s a p . th aa j . th ɑɑ l
subversive	s a p . w əə . s ii w
sucks	s a k
sucrose	s uu . k r oo h
sugar	s uu . g əə
suit	s uu t
suites	s w ii t
sum	s u m
sun	s u n
sunedison	s a n . ʔ ee . ɗ ii . s ə n
sung	s u ŋ
sungard	s a n . g aa t
sunpower	s u n . ph a w . w əə
suntrust	s a n . t r a h
suon	s uə n
suong	s uə ŋ
suor	s uə
suork	s uə
suos	s uə h
suosdei	s uə . s ɗ ə j
super	s u p . ph əə
superior	s u p . ph əə . r iə
supervalu	s uu . ph əə . w aa . l uu
supplies	s u p . p l aa j
supply	s a p . p l aa j
support	s a p . ph ɑɑ t
supriyanto	s uu . p r ii . j a n . t oo
surf	s əə f
surgery	s əə . c əə . r ii
surgical	s əə . c ii . kh ɑɑ l
surma	s uə . m aa
sushil	s uu . s ii l
suv	ʔ ɛɛ s . j uu . w ii
suy	s u j
suzuki	s u j . z uu . k ii
sva	s w aa
svat	s w aa t
svay	s w aa j
svet	s w ə t
swatch	s w oa c
swift	s w ii f
swipe	s w aa j
swiss	s w i h
switch	s w ə c
sya	s j aa
sydney	s ii t . n ii
sylvester	s ii l . w ɛ h . s t əə
symantec	s ii . m ɛɛ n . th ii k
symetra	s ii . m ee . t r aa
sync	s ii ŋ
synnex	s ii n . n ɛɛ k
synopsys	s ii . n ɑ p . s ii h
synta	s ii n . t aa
syracuse	s ii . r aa . k j u h
sysco	s ii s . k oo
system	s ii s . t ə m
systemax	s ii s . t ɛɛ m . m ɛɛ k
systems	s ii s . t ə m
t	th ii
t'uor	t ʔ uə
ta	t aa
tabanh	t aa . ɓ a ɲ
tabau	t aa . ɓ a w
tablet	th ee . ɓ l ɛɛ t
taboola	t aa . ɓ uu . l aa
tadak	t aa . ɗ ɑ k
tae	t ae
taek	t ae k
taemin	t ae . m ɨ n
taeng	t ae ŋ
taeyang	t ɛɛ . j aa ŋ
tag	th ɛɛ k
tai	t a j
taing	t a ŋ
taipei	t a j . p e ʔ
tak	t a k
takaen	t aa . k ae n
take	th ee k
takeda	t aa . k ee . ɗ aa
takeuchi	t aa . k ɨɨ . c ii
takong	t aa . k o ŋ
takéo	t aa . k ae w
talaek	t aa . l ae k
talaok	t aa . l ao k
talbot	t a l . ɓ ɑ t
talent	th aa . l ə n
talouy	t aa . l uu j
tam	t a m
tamou	t aa . m oo
tan	t aa n
tandung	t a n . ɗ u ŋ
tang	t a ŋ
tanglang	t a ŋ . l ɑ ŋ
tangsu	t a ŋ . s uu
tangyu	t a ŋ . j uu
tani	t aa . n ii
tao	t ao
taok	t ao k
taol	t ao l
taong	t ao ŋ
taos	t ao h
taot	t ao t
taphong	t aa . ph o ŋ
taprohm	t aa . p r u m
tara	t aa . r aa
tarang	t aa . r aa ŋ
targa	th aa . g aa
target	th aa . g ɛɛ t
taro	t aa . r oo
tashen	t aa . s ə n
tasu	t aa . s uu
tatamotors	t aa . t aa . m oo . t əə
tatar	th aa . th aa
tatiek	t ɑ . t iə k
tattoo	th ɛɛ t . th uu
tatum	t aa . t u m
tau	t a w
tav	t aa w
tax	th ɛɛ k
taxi	t a k . s ii
tay	t aa j
tayang	t aa . j aa ŋ
taylor	th ee . l əə
tbach	t ɓ a c
tbaeng	t ɓ ae ŋ
tbaes	t ɓ ae h
tbal	t ɓ a l
tbaung	t ɓ oo ŋ
tbeh	t ɓ e h
tbong	t ɓ oo ŋ
tboung	t ɓ oo ŋ
tbpoung	t p ɔɔ ŋ
te	t ee
tea	t ie
teab	t ie p
teaeb	t ɛɛ p
teaen	t ɛɛ n
teahean	t ie . h ie n
teak	t ea k
teaksen	t ea k . s ə n
teal	t ie l
tealchhum	t ie l . ch u m
team	t ie m
team	th ii m
tean	t ie n
teang	t ea ŋ
teav	t ie w
tech	t ə c
techas	ɗ ee . c ea h
technique	t ii c . n ə c
technologies	t ə c . n oo . l oo . c ii s
technology	t ə c . n oo . l oo . c ii
teco	t ee . k oo
tegna	th ɛɛ k . n aa
teh	t e h
tei	t ə j
tejeiro	t ee . c ee . r oo
tekapanhao	t e ʔ . k a ʔ . p a ɲ . ɲ ao
tel	th ɛɛ l
teledyne	t ee . l ee . ɗ ii n
telefonica	t ee . l ee . f oo . n ii . kh aa
telegraph	t ee . l ee . g r aa f
telephone	th ɛɛ . l ee . f oo n
televisionfanatic	th ɛɛ . l ee . w ii . z ə n . f ɛɛ . n aa . t ii k
temasek	t ee . m aa . s ee k
template	th ɛɛ m . p l ee t
tempur	th ɛɛ m . ph uə
ten	t ee n
tencor	th ɛɛ n . kh oa
tenet	t ɛɛ . n ɛɛ t
tenneco	th ɛɛ n . n e ʔ . k oo
tennis	th ɛɛ n . n i h
tep	t ee p
tepporthivong	t ee p . p oo . th i ʔ . w u ŋ
ter	t əə
teradata	t ee . r aa . ɗ aa . t aa
terex	t ee . r ɛɛ k
ternal	th əə . n ɑɑ l
terraclicks	t ee . r aa . k l ii k
territory	th əə . r ii t . th oo . r ii
terry	th əə . r ii
tes	t e h
tesla	th ɛɛ s . l aa
tesoro	th ɛɛ . s oo . r oo
testoni	t ɛɛ s . t oo . n ii
tetra	t ee . t r aa
teu	t əə
teuk	t ɨ k
tevea	t ee . w ie
texas	t ə c . s a h
textron	th ə c . t r o n
tey	t ə j
thal	th aa l
thala	th aa . l aa
tham	th ɛɛ m
thang	th aa ŋ
thaong	th ao ŋ
that	th aa t
the	ɗ ə ʔ
thea	th ie
theach	th ie c
theadgateway	ɗ ə ʔ . ʔ ɛɛ t . g ee t . w ee
theat	th ie t
theater	s iə . th əə
theav	th ie w
theay	th ie j
thebnews	ɗ ə ʔ . ɓ ii . ɲ uu
theguardian	ɗ ə ʔ . g aa t . ɗ iə n
thei	th ə j
thekhmerpage	ɗ ə ʔ . k m ae . ph ee c
theme	th ii m
themeforest	s ii m . f ɑɑ . r ɛ h
thenationpost	ɗ ə ʔ . n ee . s ə n . p o h
thepiratebay	ɗ ə ʔ . ph aa j . r ee t . ɓ ee
theresa	th ee . r ee . z aa
thermo	s əə . m oo
thhor	th oa
thi	th ii
thiamin	s aa j . ʔ aa . m ii n
thiamine	s aa j . ʔ aa . m ii n
thibaud	th ii . ɓ a w
thiha	th ii . h aa
thiog	th ii . ʔ o k
thipakdei	th ɨ p . p a ʔ . ɗ ə j
third	s əə t
thka	t k aa
thkaeng	t k ae ŋ
thkao	t k a w
thkaol	t k ao l
thkol	t k ɑ l
thkoul	t k ao l
thkov	t k ə w
thla	t l aa
thlaeuk	t l aə k
thlaeung	t l aə ŋ
thlan	t l a n
thlang	t l ɑ ŋ
thlat	t l aa t
thlav	t l aa w
thlea	t l ie
thleak	t l ea k
thleay	t l ie j
thloeng	t l ə ŋ
thlok	t l o k
thlong	t l u ŋ
thma	t m ɑɑ
thmar	t m ɑɑ
thmea	t m ie
thmei	t m ə j
thmenh	t m ɨ ɲ
thmey	t m ə j
thmeythmey	t m ə j . t m ə j
thmol	t m o l
thmor	t m ɑɑ
thna	t n ɑɑ
thnak	t n a k
thnal	t n a l
thnam	t n ɑ m
thnang	t n a ŋ
thnanh	t n aa ɲ
thnaol	t n ao l
thngae	t ŋ ae
thngai	t ŋ a j
thngak	t ŋ ɑ k
thngan	t ŋ a n
thngoar	t ŋ oa
thnoeng	t n ə ŋ
thnol	t n ɑ l
thnong	t n o ŋ
thnonh	t n o ɲ
thnu	t n uu
thnuem	t n ɨ m
thnung	t n u ŋ
thnuoh	t n uə h
thoam	th oa m
thoeang	th ɨə ŋ
thoeng	th ə ŋ
thok	th o k
thom	th u m
thomacheat	th oa m . m ea ʔ . c ie t
thomas	th oo . m a h
thomm	th oa m
thommeak	th oa m . m ea k
thommoda	th oa m . m ea ʔ . ɗ aa
thommoney	th oa m . m ea ʔ . n e j
thon	th o n
thong	th o ŋ
thor	th ɔɔ
thorm	th oa m
thormmeak	th oa m . m ea ʔ
thoy	th o j
thpong	t p ɔɔ ŋ
thrivent	s r aa j . w ɛɛ n
thuek	th ɨ k
thul	th u l
thum	th u m
thummoda	th oa m . m ɗ aa
thung	th u ŋ
thuong	th uə ŋ
thvak	t w ɑ k
thvang	t w aa ŋ
thveas	t w ea h
thyea	t j ie
thyung	t j uu ŋ
ti	t ii
tiberius	t ii . ɓ ee . r iə h
tickets	th ii k . kh ii t
tieb	t iə p
tiek	t ie k
tiem	t iə m
tien	t iə n
tienda	th iə n . ɗ aa
tieng	t iə ŋ
tier	th iə
tiet	t iə t
tiffany	th ii . f aa . n ii
tik	t ɨ k
til	t ɨ l
tillerson	th ii l . l əə . s ə n
tim	th ii m
time	th ɛɛ m
timer	t ae m . m əə
times	th ae m
timken	th ii m . kh ɛɛ n
ting	t ii ŋ
tinh	t ɨ ɲ
tip	t ii p
tips	th ii p
tire	th aa j . ʔ əə
tires	th aa j . ʔ əə
tirol	th ii . r oo l
tis	t ɨ h
tistoni	th ii s . t oo . n ii
tituy	t ii . t u j
tma	t m ɑɑ
tmat	t m aa t
tnaot	t n ao t
tnat	t n aa t
tnoat	t n ao t
tnot	t n ao t
to	th uu
toa	t oa
toal	t oa l
toan	t oa n
toap	t oa p
tob	t u p
toch	t oo c
today	th uu . ɗ ee
toea	t ɨə
toem	t ɨ m
toeng	t ə ŋ
togelmania	th oo . g ɑɑ l . m ee . n iə
togeltogel	th oo . g ɑɑ l . th oo . g ɑɑ l
tok	t o k
tokyo	t oo . k j oo
toledo	t oo . l ee . ɗ oo
tolkien	th oo l . k iə n
toll	th oo l
tom	t o m
tom	th ɑɑ m
tomh	t o m
tomloab	t u m . l oa p
tommy	th ɑɑ m . m ii
tomneab	t u m . n ie p
tomnob	t u m . n u p
tong	t o ŋ
tongkeae	t o ŋ . k ae
tongyang	t o ŋ . j aa ŋ
tonle	t u n . l ee
tonlea	t u n . l ie
tonlieng	t u n . l iə ŋ
tonloab	t u n . l oa p
tonsae	t u n . s ae
tonsang	t u n . s ɑɑ ŋ
tonsaong	t u n . s ao ŋ
tonsay	t u n . s aa j
tontuem	t u n . t ɨ m
tontueng	t u n . t əə ŋ
tony	t oo . n ii
tool	th uu l
tools	th uu l
top	th ɑɑ p
topmodel	th ɑɑ p . m oo . ɗ ɛɛ l
topnhacai	t o p . ɲ aa . c a j
tops	th ɑɑ p
toptogel	th ɑɑ p . th oo . g ɑɑ l
tor	t ɑɑ
toray	th uu . r ee
torchmark	th ɑɑ ch . m aa k
toro	t oo . r oo
tosa	t oo . s aa
toshiba	th oo h . s ii . ɓ aa
total	t oo . t a l
totea	t ɔ . t ie
totoul	t ɔ . t uə l
tottenham	th oo t . th ɛɛ n . h a m
totuem	t ɔ . t ɨ m
totueng	t ɔ . t ɛɛ ŋ
totung	t ɔ . t u ŋ
touch	t uu c
touk	t uu k
toul	t uu l
toumnoub	t u m . n u p
toung	t uu ŋ
tours	th uə
tov	t ə w
tower	th a w . w əə
towers	th a w . w əə
town	th ao n
toy	t ɑɑ j
toyoda	t oo . j oo . ɗ aa
toyota	t oo . j oo . t aa
toys	th ɑɑ j
tphone	th ii . f oo n
tra	t r aa
trab	t r a p
trabaek	t r ɑ . ɓ ae k
trabar	t r ɑ . ɓ ɑɑ
trabiet	t r ɑ . ɓ iə t
trach	t r aa c
tracheak	t r ɑ . c ea k
trackingclick	t r ɛɛ k . kh ii ŋ . k l ii k
tractor	t r ɛɛ k . th əə
tractors	t r ɛɛ k . t əə
tracy	t r ee . s ii
tradaet	t r ɑ . ɗ ae t
tradak	t r ɑ . ɗ ɑ k
trade	t r ee t
trading	t r ee t . ɗ ii ŋ
trael	t r ae l
traeng	t r ae ŋ
traeung	t r aə ŋ
traeuy	t r aə j
trai	t r a j
trailer	t r ee l . l əə
traing	t r ea ŋ
training	t r ee n . n ii ŋ
trak	t r a k
trakhob	t r ɑ . kh o p
trakieb	t r ɑ . k iə p
trakiet	t r ɑ . k iə t
trakuon	t r ɑ . k uə n
tral	t r ɑ l
tralach	t r ɑ . l aa c
tram	t r a m
tramaeng	t r ɑ . m ae ŋ
trameng	t r ɑ . m ee ŋ
tramot	t r ɑ . m o t
tramung	t r ɑ . m oo ŋ
tranal	t r ɑ . n ɑ l
trang	t r a ŋ
trangel	t r ɑ . ŋ ə l
tranh	t r a ɲ
transdigm	t r ɛɛ n . s ɗ ɛɛ m
transfer	t r ɛɛ n . s f əə
transmission	t r ɛɛ n . s m i h . s ə n
transnational	t r ee n . s n ee . s ə n . n ɑɑ l
transport	t r ee n . s p ɑɑ t
transportation	t r ee n . s p ɑɑ t . th ee . s ə n
traok	t r ao k
trapaang	t r ɑ . p aa ŋ
trapaeng	t r ɑ . p ae ŋ
trapang	t r ɑ . p aa ŋ
trapeang	t r ɑ . p ea ŋ
tras	t r ɑ h
trasak	t r ɑ . s ɑ k
trasek	t r ɑ . s ee k
trav	t r aa w
travel	t r aa . w ɛɛ l
travelcenters	t r aa . w ɛɛ l . s ɛɛ n . th əə
travelers	t r aa . w ɛɛ l . l əə
travolta	t r aa . w o l . t aa
trayang	t r ɑ . j ɑɑ ŋ
trayueng	t r ɑ . j ɨ ŋ
trea	t r ie
treab	t r ie p
treach	t r ie c
treak	t r ea k
treal	t r ie l
trean	t r ie n
treang	t r ea ŋ
treas	t r ie h
treay	t r ie j
treb	t r ə p
tree	t r ii
treehouse	t r ii . h a w
treh	t r e h
trei	t r ə j
treng	t r ae ŋ
tres	t r e h
tret	t r ee t
trey	t r ə j
tri	t r ii
trial	t r aa j . ʔ ɑɑ l
tribune	t r aa j . ɓ j uu n
tribunnews	t r aa j . ɓ j uu . ɲ uu
tribute	t r ii . ɓ j uu t
triek	t r iə k
triel	t r iə l
trimble	t r ii m . ɓ ɑɑ l
trinet	t r aa j . n ɛɛ t
trinity	t r ii . n ii . th ii
tripadvisor	t r ii p . ʔ ɛɛ t . w aa j . z əə
triple	t r ii p . ph ɑɑ l
triumph	t r aa j . ʔ a m
triwa	t r ii . w aa
tro	t r ɔɔ
troap	t r oa p
trodok	t r ɑ . ɗ o k
troeb	t r ə p
troeng	t r ə ŋ
trohueng	t r ɔ . h ɨ ŋ
trokiet	t r ɑ . k iə t
trom	t r o m
tromung	t r ɔ . m uu ŋ
trond	t r o n
troneam	t r ɔ . n ie m
trong	t r o ŋ
trop	t r oa p
trou	t r oo
troum	t r oo m
troyoung	t r ɑ . j oo ŋ
troyueng	t r ɔ . j ɨ ŋ
tru	t r uu
true	t r uu
trueblue	t r uu . ɓ l uu
truong	t r uu ŋ
trust	t r a h
tsubasa	t s ə h . ɓ aa . s aa
tsukasa	s uu . k aa . s aa
tsuyoshi	s uu . j oo . s ii
tty	th ii . th ii . w aa j
tu	t uu
tuan	t uə n
tubecup	t j uu p . kh a p
tubekhmers	t j uu p . k m ae
tubemate	t j uu p . m ee t
tuck	th a k
tucker	th a ʔ . kh əə
tuek	t ɨ k
tuem	t ɨ m
tueng	t əə ŋ
tuet	t ɨ t
tui	th uə j
tuk	t uu k
tul	t u l
tum	t u m
tumblr	th a m . ɓ l əə
tumloab	t u m . l oa p
tummy	th a m . m ii
tumneab	t u m . n ie p
tumnob	t u m . n u p
tumnub	t u m . n u p
tumpeam	t u m . p ea m
tumpeang	t u m . p ea ŋ
tumpech	t u m . p ɨ c
tumpoar	t u m . p oa
tumpor	t u m . p ɔɔ
tumpoung	t u m . p uu ŋ
tumpun	t u m . p u n
tumpung	t u m . p uu ŋ
tumrong	t u m . r u ŋ
tumrueng	t u m . r əə ŋ
tune	th uu n
tung	t u ŋ
tunlea	t u n . l ie
tunloab	t u n . l oa p
tuntuem	t u n . t ɨ m
tuol	t uə l
tuon	t uə n
tuot	t uə t
tupperware	t j uu p . ph əə . w ɛə
turi	t uu . r ii
tutor	t j uu . th əə
tv	th ii . w ii
tvea	t w ie
tvear	t w ie
tvi	t w ii
twain	t w ee n
twente	t w ɛɛ n . t ee
twenty	t w ɛɛ n . th ii
twisted	t w ii s . t ii t
twitter	t w ii t . t əə
two	th uu
tyson	th aa j . s a n
tzu	z uu
u	j uu
ubuntu	ʔ uu . ɓ u n . t u ʔ
uck	j uu . s ii . kh ee
ufi	j uu . f ii
ui	j uu . ʔ aa j
ulta	ʔ u l . th aa
under	ʔ a n . ɗ əə
underscore	ʔ a n . ɗ əə . s k ɑɑ
undit	ʔ a n . ɗ ii t
unesco	j uu . n ɛɛ s . k oo
unhcr	j uu . ʔ ə n . ʔ ee ch . s ii . ʔ ɑɑ
unicef	j uu . n ii . s ɛɛ f
unicode	j uu . n ii . k oo t
unido	j uu . n ii . ɗ oo
unidos	j uu . n ii . ɗ oo
unified	j uu . n ii . f aa j
unilever	j uu . n ii . l ii . w əə
union	j uu . ɲ iə n
unisys	j uu . n ii . s ii h
united	j uu . n a j . th ii t
unitedhealth	j uu . n a j . th ii t . h ɛɛ l
universal	j uu . n ii . w əə . z ɑɑ l
university	j uu . n ii . w əə . s ii t . th ii
univision	j uu . n ii . w ii . z ə n
unlock	ʔ a n . l ɑ k
uno	ʔ uu . n oo
unodc	j uu . ʔ ə n . ʔ oo . ɗ ii . s ii
unpf	j uu . ʔ ə n . ph ii . ʔ ɛɛ f
unum	j uu . n ə m
unwomen	j uu . ʔ ə n . w ii . m ii n
uok	ʔ uə k
uop	j uu . ʔ oo . ph ii
uor	ʔ uə
up	ʔ a p
update	ʔ a p . ɗ ee t
upgrade	ʔ a p . g r ee t
uptodown	ʔ a p . th uu . ɗ ao n
urban	ʔ əə . ɓ ə n
urnley	ʔ əə n . l ii
us	j uu . ʔ ɛɛ s
usaid	j uu . s ee t
use	j u h
user	j uu . z əə
userscloud	j uu h . z əə . k l a w
using	j uu h . s ii ŋ
usmanov	ʔ uu s . m aa . n o w
utamabet	j uu . th aa . m aa . ɓ ɛɛ t
utreach	j uu . th ii . r ii c
utumpor	ʔ u ʔ . t u m . p ɔɔ
uv	j uu . w ii
uva	j uu . w ii . ʔ ee
uy	ʔ u j
uzbekistan	ʔ uu s . ɓ ee . k ii . s th aa n
v	w ii
va	w ɑɑ
vacations	w aa . kh ee . s ə n
vaek	w ɛɛ k
vaeng	w ae ŋ
vaginal	w aa . c aa j . n ɑɑ l
vaio	w aa j . ʔ oo
vak	w a k
valero	w aa . l ee . r oo
valmont	w ɑɑ l . m o n
valspar	w a l . s p aa
vam	w a m
vandakimseok	w a n . ɗ aa . k ii m . s əə k
vangaal	w ɛɛ n . g aa l
vantiv	w ɛɛ n . th ii w
vanuatu	w aa . n uə . t uu
vaot	w ao t
var	w aa
varco	w aa . kh oo
vari	w ie . r ii
variable	w aa . r aa j . ʔ ə ʔ . ɓ ɑɑ l
varian	w aa . r iə n
varin	w aa . r ɨ n
varint	w aa . r ɨ n
vat	w a t
vau	w a w
vay	w aa j
veaeng	w ɛɛ ŋ
veah	w ea h
veaha	w ie . h aa
veal	w ie l
veang	w ie ŋ
vear	w ie
veasna	w ie h . s n aa
veav	w ie w
veay	w ie j
vectren	w ɛɛ k . t r ɛɛ n
vega	w ee . g aa
vegan	w ee . g ɛɛ n
vegas	w ee . g aa h
vemale	w ii . m ee l
vemurafenib	w ee . m uu . r aa . f ee . n ii p
ven	w ee n
veng	w ɛɛ ŋ
ventas	w ɛɛ n . t a h
ventrell	w ɛɛ n . t r ɛɛ l
ventures	w ɛɛ n . ch əə
venu	w ee . n uu
verizon	w əə . r aa j . z ə n
verma	w əə . m aa
versicherung	w əə . s ii . ch əə . r u ŋ
version	w əə . s ə n
versions	w əə . z ə n
vertebral	w əə . t ee . ɓ r ɑɑ l
vesuvius	w ee . s uu . w iə h
vet	w ee t
veterinary	w ɛɛ . th əə . r ii . n aa . r ii
veun	w əə n
veuy	w əə j
vey	w ə j
viachyslav	w iə . k ii . s l aa w
viacom	w a j . kh ɑ m
viajes	w iə . c e h
viann	w iə n
viber	w aa j . ɓ əə
vicabet	w ii . k aa . ɓ ɛɛ t
vich	w ɨ c
victoria	w ɨ c . t oo . r iə
video	w ii . ɗ ii . ʔ oo
videodownloadconverter	w ii . ɗ ii . ʔ oo . ɗ ao n . l oo t . kh ɑ n . w əə . th əə
videomega	w ii . ɗ ii . ʔ oo . m ee . g aa
vien	w iə n
vienna	w iə . n aa
viet	w iə t
vietcombank	w iə t . kh ɑ m . ɓ ɛɛ ŋ
view	w j uu
vigo	w ii . g oo
vihear	w i ʔ . h ie
vil	w ɨ l
villa	w ii . l aa
villas	w ii l . l aa
vimean	w i ʔ . m ie n
vimeo	w ii . m oo
vin	w ii n
vincent	w ii n . s ɛɛ n
vinci	w ii n . s ii
viney	w i ʔ . n e j
vinh	w ɨ ɲ
vins	w ii n
virus	w aa j . r ə h
visa	w ii . z aa
visai	w i ʔ . s a j
vishay	w i ʔ . s a j
vision	w ii . z ə n
visitors	w ii . s ii t . th əə
vista	w ii . s t aa
vistaprint	w ii . s t aa . p r ii n
visteon	w ii . s t ɨ n
viva	w ii . w aa
vivian	w ii . w iə n
vlaanderen	w l ɛɛ n . ɗ əə . r ɛɛ n
vladimir	w l aa . ɗ ii . m iə
vnexpress	w ii . ʔ ə n . ʔ ɨ c . s p r ɛ h
voa	w oa
voadthonak	w oa t . th a ʔ . n a ʔ
voan	w oa n
voat	w oa t
vodka	w oo t . k aa
voek	w əə k
vokk	w ii . ʔ oo . kh ee . kh ee
voltaire	w o l . th ɛə
von	w o n
vong	w u ŋ
vongs	w u ŋ
vornado	w ɔɔ . n aa . ɗ oo
vossa	w ɔɔ . s aa
vote	w oo t
voting	w oo . th ii ŋ
voto	w oo . t oo
voya	w oo . j aa
voyage	w oo . j a c
voyetra	w oo . j ee . t r aa
vulcan	w uu l . kh ə n
vyse	w aa j
w	ɗ a p . ɓ ə l . j uu
wabco	w aa p . kh oo
wachee	w aa . c ii
wagner	w ɛɛ k . n əə
wahhabism	w aa . h aa . ɓ ii . z ə m
wahlberg	w aa l . ɓ əə k
wake	w ee k
wales	w ee l
walgreens	w ɑɑ l . g r ii n
walmart	w ɑɑ l . m aa t
walt	w ɑɑ l
walter	w ɑɑ l . th əə
wan	w ɛɛ n
wang	w aa ŋ
wanwipa	w a n . w ii . ph aa
ware	w ie
warner	w ɑɑ . n əə
warren	w aa . r ɛɛ n
warsaw	w ɑɑ . s ɑɑ
waseda	w aa . s ee . ɗ aa
washington	w aa . s ii ŋ . t ao n
waste	w ee h
wat	w oa t
watch	w ɑɑ c
watchkhmeronline	w ɑɑ ch . k m ae . ʔ ɑɑ n . l aa ɲ
water	w oa t . th əə
wath	w oa t
watsco	w oa t . s k oo
watson	w oa t . s ə n
watt	w a t
way	w ee
wayne	w ee . n ii
wdw	ɗ a p . ɓ ɑɑ l . j uu . ɗ ii . ɗ a p . ɓ ɑɑ l . j uu
we	w ii
wearhouse	w ɛə . h a w
weaver	w ii . w əə
webcam	w ɛɛ p . kh ɛɛ m
webcrawler	w ɛɛ p . k r ɑɑ . l əə
website	w ɛɛ p . s aa j
webssearches	w ɛɛ p . s əə c
wed	w ɛɛ t
wedding	w ɛɛ t . ɗ ii ŋ
weekend	w ii k . kh ə n
weeki	w ii k . k ii
wei	w ee
weir	w iə
weis	w ee h
wellcare	w ɛɛ l . kh ɛə
wellesley	w ɛɛ l . l ɛɛ s . l ii
wells	w ɛɛ l
wendy	w ɛɛ n . ɗ ii
wenger	w ee ŋ . c əə
wenny	w ee n . n ii
werner	w əə . n əə
wesco	w ɛ s . k oo
west	w ɛ h
westar	w ɛɛ h . s t aa
western	w ɛɛ s . t əə n
westinghouse	w ɛɛ s . t ii ŋ . h a w
westlake	w ɛɛ s . l ee k
westrock	w ɛ h . r ɑ k
weyerhaeuser	w ee . j əə . h a w . z əə
wheels	w ii l
whirlpool	w əə l . ph uu l
whistler	w i h . s l əə
whitewave	w a j . w ee w
whiting	w aa j . th ii ŋ
who	h uu
whole	h oo l
whoswho	h uu . s h uu
wide	w aa j
wien	w iə n
wifi	w aa j . f aa j
wiki	w ii . k ii
wikia	w ii . k iə
wikihow	w ii . k ii . h a w
wikimedia	w ii . k ii . m ee . ɗ ie
wikipedia	w ii . k ii . ph ii . ɗ iə
will	w ii l
willbros	w ii l . ɓ r oo h
willems	w ii l . l ɛɛ m
william	w ii l . l iə m
williamhill	w ii l . l iə m . h ii l
williams	w ii l . l iə m
willis	w ii l . l i h
wilson	w ii l . s o n
win	w ii n
window	w ii n . ɗ oo
windows	w ii n . ɗ oo
windstream	w ii n . s t r ii m
wine	w aa ɲ
wing	w ii ŋ
winslet	w ii n . s l ə t
winston	w ii n . s t o n
winterkorn	w ii n . th əə . kh ɑɑ n
witness	w ii t . n ɛ h
wix	w ɨ c
wizard	w ii . z aa t
wolfgang	w uu f . g ɛɛ ŋ
wolfram	w uu l . f r aa m
wolfsburg	w uu f . s ɓ əə k
wolverine	w uu l . w əə . r ii n
women	w ii . m ə n
wonderlandads	w o n . ɗ əə . l ɛɛ n . ʔ ɛɛ t
wong	w o ŋ
wongsawat	w u ŋ . s aa . w a t
woo	w uu
wood	w uu t
word	w əə t
wordpress	w əə t . p r ɛ h
work	w əə k
works	w əə k
world	w əə l
worldwide	w əə l . w aa j
worm	w əə m
worthington	w əə . s ii ŋ . t o n
wow	w aa w
wright	r a j
wu	w uu
wwf	ɗ a p . ɓ ɑɑ l . j uu . ɗ a p . ɓ ɑɑ l . j uu . ʔ ɛɛ f
wy	w aa j
wyndham	w ii n . h ɛɛ m
wynn	w ii n
x	ʔ ɨ c
xcel	ʔ ɨ c . s ɛɛ l
xcode	ʔ ə c . kh oo t
xerox	z ii . r ɑ k
xhamster	ʔ ɨ c . h ɛɛ m . s t əə
xhtml	ʔ ə c . ʔ ee ch . th ii . ʔ ə m . ʔ ə l
xi	s ii
xilinx	s ii . l ii n
xin	s ii n
xml	ʔ ə c . ʔ ə m . ʔ ə l
xo	ʔ ə c . ʔ oo
xperia	ʔ ɨ c . s p iə . r iə
xsrving	ʔ ɨ c . s əə . w ii ŋ
xuedong	s uu . ɗ o ŋ
xvideos	ʔ ɨ c . w ii . ɗ ii . ʔ oo
xylem	s ii . l ɛɛ m
y	w aa j
ya	j aa
yab	j aa p
yachts	j a c
yaek	j ɛɛ k
yahoo	j aa . h uu
yak	j ɑɑ k
yakha	j ea k . kh aa
yale	j ee l
yam	j a m
yamaha	j aa . m aa . h aa
yanara	j aa . n aa . r aa
yandex	j ɛɛ n . ɗ ɛɛ k
yang	j aa ŋ
yaong	j ao ŋ
yav	j aa w
yay	j ɑɑ j
yayatoure	j aa . j aa . th uə
ye	j ee
yea	j ie
yeam	j ie m
yean	j ie n
yeang	j ie ŋ
yeav	j ie w
yeay	j ie j
yeh	j e h
yelland	j ɛɛ l . l ɛɛ n
yellen	j ɛɛ l . l ɛɛ n
yen	j ɛɛ n
yeshi	j ɛ h . s ii
yeun	j əə n
yifei	j ii . f ə j
yin	j ɨ n
ying	j ii ŋ
yoan	j oa n
yodobashi	j oo . ɗ oo . ɓ aa . s ii
yoga	j oo . g aa
yok	j oo k
yokohama	j oo . k oo . h aa . m aa
yol	j oo l
yolprom	j u l . p r ɔɔ m
yon	j o n
yong	j o ŋ
yongkang	j o ŋ . k a ŋ
yoon	j u n
york	j ɑɑ k
yos	j uə h
yoshihisa	j oo . s ii . h ii . s aa
yoshioka	j oo . s ii . ʔ oo . k aa
youk	j oo k
youl	j oo l
young	j oo ŋ
youporn	j uu . ph ɑɑ n
youradexchange	j ɑɑ . ʔ ɛɛ t . ʔ ɨ c . ch ee ŋ
yout	j uu t
